,imaging.radiomics.GLCM_clusTend,imaging.radiomics.GLCM_contrast,imaging.radiomics.GLCM_correl1,imaging.radiomics.GLCM_diffEntro,imaging.radiomics.GLCM_dissimilar,imaging.radiomics.GLCM_energy,imaging.radiomics.GLCM_entrop2,imaging.radiomics.GLCM_homogeneity1,imaging.radiomics.GLCM_homogeneity2,imaging.radiomics.GLCM_infoCorr1,imaging.radiomics.GLCM_infoCorr2
1,0.0237316990125979,0.0393598910452843,0.0559073884916582,0.00466462376574736,0.00214504596527068,0.0925944841675179,-0.0587334014300307,0.0498638066053796,0.0495062989445012,-0.0122914538644876,-0.0428328226081035
2,0.0835479540789233,0.146470692389248,0.220281493223331,0.0152987446773467,0.00695495466507054,0.411813185590223,0.233648297617845,0.19244759371599,0.190832935423829,0.04150437257147,0.161338756778464
3,0.0955396663261832,0.0221144024514811,0.177494041538985,-0.00372829417773238,-0.00160027238678924,-0.0164113040517535,0.0256554307116105,0.015083418454205,0.0190670752468505,-0.190823970037453,0.1369594824651
4,0.428926754320001,0.0774015705737277,1.01734934067374,0.0121800036353055,0.00517112400235784,0.0562623854701496,0.0909469769770544,0.0514590335389523,0.0660030859399944,1.13477976657373,0.69849753818669
5,-0.145505617977528,-0.16511746680286,0.0472080354102826,-0.17551923731699,-0.173544433094995,0.172131426625809,-0.152281239359891,0.177579162410623,0.175893769152196,0.00733741913517195,-0.115304732720463
6,0.761058102824076,0.913978824835936,0.180537344591959,1.00049319879364,0.983775303440683,0.971897951754729,0.812403504067182,1.01807901347844,1.0036794159,0.0243191753640001,0.550735286672573
7,0.160214504596527,0.24625468164794,0.0585120871637726,0.233741913517194,0.255175348995574,-0.298842356145727,0.277715355805243,-0.271739870616275,-0.275689479060266,0.0130064691862445,0.0800987402110998
8,0.874510336261609,1.69410638377262,0.232593359537972,1.5575195939282,1.79529585386252,2.33821943811487,2.0654844658911,1.99179964962385,2.04033473042441,0.0440351204459325,0.342125953268871
9,0.183367381681988,0.28959822948587,-0.147701736465781,0.309039836567926,0.308869594824651,-0.33113721484508,0.319509703779367,-0.320820565202588,-0.323867892407218,0.0893428668709568,0.057150153217569
10,1.06830338772178,2.21651521643588,0.777530033877562,2.47683524779148,2.47448312299118,2.79332857923906,2.62400437318249,2.64278158552056,2.68673746432885,0.393226075876221,0.226131911651958
11,0.120411985018727,0.0671092951991829,0.116070820565203,0.0329417773237998,0.0311712631937351,-0.0182839632277835,0.0507831120190671,0.0107252298263534,0.00762683009874021,-0.0968675519237317,0.0926625808648281
12,0.584215711441009,0.274599445595062,0.555704162603522,0.119848047000088,0.112696925879342,0.0631121948576079,0.196615842348151,0.0360054200035676,0.0253064266147571,0.436729607647151,0.412205882681291
13,-0.158869594824651,-0.108018386108274,0.048876404494382,-0.0906707524685053,-0.0696629213483146,0.019237316990126,-0.0808137555328567,0.0282601293837249,0.0274089206673476,-0.108358869594825,0.0490466462376575
14,0.86382930410914,0.50440682175528,0.187996668924611,0.400777823768659,0.287485563472776,0.0666336084781001,0.345987244597373,0.101118497890653,0.097774995758003,0.506534357635544,0.188762145195585
15,0.129434797412326,0.0846101464078992,0.125076608784474,0.0495914198161389,0.0540006809669731,-0.0215696288729997,0.0782771535580525,-0.00754170922710249,-0.0109465440926115,-0.0898025195778005,0.0708716377255703
16,0.645420421146162,0.366744152384316,0.615527583787571,0.191217056803763,0.211389897059084,0.0753463766064047,0.332357418302226,0.0250158446244519,0.0367787391395924,0.395834092404811,0.293650935692594
17,-0.161508341845421,-0.202417432754511,-0.0703098399727613,-0.218522301668369,-0.238917262512768,0.272403813415049,-0.219679945522642,0.262019067075247,0.268215866530473,0.126302349336057,-0.214674838270344
18,0.884844711655256,1.24216335191992,0.290780057475027,1.39962829215839,1.61326236968756,1.9999128330796,1.41132478969218,1.87511326187329,1.94904536343163,0.62387242945921,1.36112107943435
19,0.0479911474293497,0.00873340143003064,0.0731358529111338,0.0113891726251277,-0.00982294858699353,0.0337078651685393,-0.00823970037453184,0.0205141300646919,0.024514811031665,-0.000646918624446714,-0.0106911814776983
20,0.184029098878457,0.0291002429565962,0.305314692092454,0.0383290338438961,0.0328652504785515,0.122968027215294,0.0274038857737624,0.0713861206896152,0.0865483719955444,0.00206665376500348,0.0358865559289561
